Query Term: 1
1004 Crl.P.129.pdf 0.056
1005 Crl.P.130.pdf 0.014
1006 Crl.P.131.pdf 0.014
1007 Crl.P.132.pdf 0.019
1008 Crl.P.133.pdf 0.039
1009 Crl.P.134.pdf 0.016
1010 Crl.P.135.pdf 0.045
1011 Crl.P.137.pdf 0.06
1012 Crl.P.138.pdf 0.021
1013 Crl.P.139.pdf 0.018
1014 Crl.P.140.pdf 0.015
1015 Crl.P.141.pdf 0.016
1016 Crl.P.142.pdf 0.015
1017 Crl.P.143.pdf 0.04
1018 Crl.P.144.pdf 0.013
1019 Crl.P.145.pdf 0.048
1020 Crl.P.146.pdf 0.019
1021 Crl.P.147.pdf 0.015
1022 Crl.P.148.pdf 0.046
1023 Crl.P.149.pdf 0.035
1024 Crl.P.150.pdf 0.012
1025 Crl.P.151.pdf 0.058
1026 Crl.P.152.pdf 0.074
1027 Crl.P.153.pdf 0.034
1028 Crl.P.154.pdf 0.069
1029 Crl.P.155.pdf 0.063
1030 Crl.P.156.pdf 0.049
1031 Crl.P.157.pdf 0.052
1032 Crl.P.158.pdf 0.032
1033 Crl.P.159.pdf 0.022
1034 Crl.P.160.pdf 0.04
1035 Crl.P.161.pdf 0.047
1036 Crl.P.162.pdf 0.061
1037 Crl.P.163.pdf 0.057
1038 Crl.P.164.pdf 0.041
1039 Crl.P.165.pdf 0.0
1040 Crl.P.166.pdf 0.049
1041 Crl.P.167.pdf 0.015
1042 Crl.P.168.pdf 0.043
1043 Crl.P.169.pdf 0.035
1044 Crl.P.170.pdf 0.037
1045 Crl.P.171.pdf 0.048
1046 Crl.P.172.pdf 0.026
1047 Crl.P.173.pdf 0.014
1048 Crl.P.174.pdf 0.056
1049 Crl.P.175.pdf 0.061
1050 Crl.P.176.pdf 0.022
1051 Crl.P.177.pdf 0.052
1052 Crl.P.178.pdf 0.057
1053 Crl.P.179.pdf 0.043
1054 Crl.P.180.pdf 0.038
1055 Crl.P.181.pdf 0.051
1056 Crl.P.182.pdf 0.016
1057 Crl.P.183.pdf 0.052
1058 Crl.P.184.pdf 0.066
1059 Crl.P.185.pdf 0.033
1060 Crl.P.187.pdf 0.05
1061 Crl.P.188.pdf 0.047
1062 Crl.P.189.pdf 0.038
1063 Crl.P.190.pdf 0.05
1064 Crl.P.191.pdf 0.048
1065 Crl.P.192.pdf 0.018
1066 Crl.P.193.pdf 0.063
1067 Crl.P.194.pdf 0.037
1068 Crl.P.195.pdf 0.035
1069 Crl.P.196.pdf 0.064
1070 Crl.P.197.pdf 0.036
1071 Crl.P.198.pdf 0.061
1072 Crl.P.199.pdf 0.062
1073 Crl.P.200.pdf 0.039
1074 Crl.P.201.pdf 0.015
1075 Crl.P.203.pdf 0.062
1076 Crl.P.204.pdf 0.045
1077 Crl.P.205.pdf 0.023
1078 Crl.P.206.pdf 0.042
1079 Crl.P.207.pdf 0.041
1080 Crl.P.208.pdf 0.071
1081 Crl.P.209.pdf 0.032
1082 Crl.P.210.pdf 0.067
1083 Crl.P.211.pdf 0.021
1084 Crl.P.212.pdf 0.02
1085 Crl.P.213.pdf 0.017
1086 Crl.P.214.pdf 0.059
1087 Crl.P.215.pdf 0.02
1088 Crl.P.216.pdf 0.021
1089 Crl.P.217.pdf 0.045
1090 Crl.P.218.pdf 0.045
1091 Crl.P.219.pdf 0.036
1092 Crl.P.220.pdf 0.044
1093 Crl.P.221.pdf 0.015
1094 Crl.P.222.pdf 0.025
1095 Crl.P.223.pdf 0.046
1096 Crl.P.224.pdf 0.028
1097 Crl.P.225.pdf 0.039
1098 Crl.P.226.pdf 0.046
1099 Crl.P.227.pdf 0.047
1100 Crl.P.228.pdf 0.044
1101 Crl.P.229.pdf 0.045
1102 Crl.P.230.pdf 0.066
1103 Crl.P.231.pdf 0.051
1104 Crl.P.232.pdf 0.058
1105 Crl.P.233.pdf 0.018
1106 Crl.P.234.pdf 0.021
1107 Crl.P.235.pdf 0.033
1108 Crl.P.236.pdf 0.055
1109 Crl.P.237.pdf 0.022
1110 Crl.P.238.pdf 0.06
1111 Crl.P.239.pdf 0.022
1112 Crl.P.240.pdf 0.049
1113 Crl.P.241.pdf 0.062
1114 Crl.P.242.pdf 0.064
1115 Crl.P.243.pdf 0.042
1116 Crl.P.245.pdf 0.063
1117 Crl.P.246.pdf 0.019
1118 Crl.P.247.pdf 0.027
1119 Crl.P.248.pdf 0.071
1120 Crl.P.249.pdf 0.016
1121 Crl.P.250.pdf 0.021
1122 Crl.P.251.pdf 0.03
1123 Crl.P.252.pdf 0.022
1124 Crl.P.253.pdf 0.061
1125 Crl.P.254.pdf 0.05
1126 Crl.P.255.pdf 0.062
1127 Crl.P.256.pdf 0.075
1128 Crl.P.257.pdf 0.065
1129 Crl.P.258.pdf 0.052
1130 Crl.P.259.pdf 0.035
1131 Crl.P.260.pdf 0.023
1132 Crl.P.262.pdf 0.049
1133 Crl.P.263.pdf 0.048
1134 Crl.P.264.pdf 0.04
1135 S.M.C.1.pdf 0.0
1136 S.M.C.2.pdf 0.0
1137 S.M.C.3.pdf 0.0
1138 S.M.C.4.pdf 0.0
1139 S.M.C.7.pdf 0.0
1140 S.M.C.8.pdf 0.0
1141 S.M.C.10.pdf 0.0
1142 S.M.C.11.pdf 0.0
1143 S.M.C.12.pdf 0.0
1144 S.M.C.14.pdf 0.0
1145 S.M.C.15.pdf 0.047
1146 S.M.C.16.pdf 0.023
1147 S.M.C.17.pdf 0.0
1148 S.M.C.18.pdf 0.0
1149 S.M.C.19.pdf 0.0
1150 S.M.C.20.pdf 0.0
1151 S.M.C.21.pdf 0.0
1152 S.M.C.22.pdf 0.01
1153 S.M.C.23.pdf 0.006
1154 S.M.C.24.pdf 0.0
1155 S.M.C.25.pdf 0.0
1156 S.M.C.26.pdf 0.0
1157 S.M.C.27.pdf 0.0
1158 S.M.C.28.pdf 0.0
1159 S.M.C.29.pdf 0.0
1160 S.M.C.30.pdf 0.0
1161 S.M.C.31.pdf 0.062
1162 S.M.C.32.pdf 0.004
1163 S.M.C.33.pdf 0.0
1164 S.M.C.34.pdf 0.0
1165 S.M.C.35.pdf 0.019
1166 S.M.C.36.pdf 0.0
1167 S.M.C.37.pdf 0.0
1168 S.M.C.38.pdf 0.0
1169 S.M.C.39.pdf 0.026
1170 S.M.C.40.pdf 0.0
1171 S.M.C.41.pdf 0.0
1172 S.M.C.42.pdf 0.0
1173 S.M.C.43.pdf 0.0
1174 S.M.C.44.pdf 0.0
1175 S.M.C.46.pdf 0.0
1176 S.M.C.47.pdf 0.006
1177 S.M.C.48.pdf 0.0
1178 S.M.C.49.pdf 0.0
1179 S.M.C.50.pdf 0.0
1180 S.M.C.51.pdf 0.037
1181 S.M.C.52.pdf 0.033
1182 S.M.C.54.pdf 0.0
1183 S.M.C.55.pdf 0.022
1184 S.M.C.56.pdf 0.01
1185 S.M.C.57.pdf 0.039
1186 S.M.C.58.pdf 0.05
1187 S.M.C.59.pdf 0.0
1188 S.M.C.60.pdf 0.0
1189 S.M.C.61.pdf 0.009
1190 S.M.C.62.pdf 0.017
1191 S.M.C.63.pdf 0.01
1192 S.M.C.65.pdf 0.017
1193 S.M.C.67.pdf 0.004
1194 S.M.C.68.pdf 0.022
1195 S.M.C.69.pdf 0.023
1196 S.M.C.70.pdf 0.03
1197 S.M.C.71.pdf 0.025
1198 S.M.C.72.pdf 0.017
1199 S.M.C.73.pdf 0.0
1200 S.M.C.74.pdf 0.048
1201 S.M.C.75.pdf 0.016
1202 S.M.C.76.pdf 0.0
1203 S.M.C.77.pdf 0.0
1204 S.M.C.79.pdf 0.0
1205 S.M.C.80.pdf 0.0
1206 S.M.C.81.pdf 0.018
1207 S.M.C.83.pdf 0.01
1208 S.M.C.84.pdf 0.018
1209 S.M.C.85.pdf 0.0
1210 S.M.C.86.pdf 0.017
1211 S.M.C.88.pdf 0.016
1212 S.M.C.89.pdf 0.018
1213 S.M.C.90.pdf 0.0
1214 S.M.C.91.pdf 0.026
1215 S.M.C.92.pdf 0.0
1216 S.M.C.93.pdf 0.0
1217 S.M.C.94.pdf 0.0
1218 S.M.C.95.pdf 0.0
1219 S.M.C.96.pdf 0.028
1220 S.M.C.97.pdf 0.031
1221 S.M.C.98.pdf 0.0
1222 S.M.C.99.pdf 0.03
1223 S.M.C.100.pdf 0.0
1224 S.M.C.101.pdf 0.016
1225 S.M.C.103.pdf 0.03

Query Term: 6
Weighting Scheme: TFIDF
1 C.A.1.pdf 0.014
2 C.A.2.pdf 0.029
3 C.A.3.pdf 0.0
4 C.A.4.pdf 0.02
5 C.A.5.pdf 0.0
6 C.A.6.pdf 0.021
7 C.A.7.pdf 0.061
8 C.A.8.pdf 0.022
9 C.A.10.pdf 0.037
10 C.A.13.pdf 0.016
11 C.A.17.pdf 0.027
12 C.A.18.pdf 0.024
13 C.A.19.pdf 0.039
14 C.A.20.pdf 0.014
15 C.A.21.pdf 0.0
16 C.A.22.pdf 0.0
17 C.A.23.pdf 0.0
18 C.A.24.pdf 0.036
19 C.A.25.pdf 0.0
20 C.A.27.pdf 0.018
21 C.A.28.pdf 0.004
22 C.A.29.pdf 0.024
23 C.A.30.pdf 0.014
24 C.A.31.pdf 0.022
25 C.A.32.pdf 0.007
26 C.A.33.pdf 0.041
27 C.A.34.pdf 0.042
28 C.A.35.pdf 0.023
29 C.A.36.pdf 0.005
30 C.A.37.pdf 0.048
31 C.A.38.pdf 0.018
32 C.A.39.pdf 0.024
33 C.A.40.pdf 0.01
34 C.A.41.pdf 0.026
35 C.A.42.pdf 0.006
36 C.A.44.pdf 0.0
37 C.A.45.pdf 0.01
38 C.A.46.pdf 0.015
39 C.A.47.pdf 0.04
40 C.A.48.pdf 0.003
41 C.A.49.pdf 0.0
42 C.A.50.pdf 0.022
43 C.A.51.pdf 0.037
44 C.A.52.pdf 0.023
45 C.A.53.pdf 0.032
46 C.A.54.pdf 0.042
47 C.A.55.pdf 0.0
48 C.A.59.pdf 0.004
49 C.A.60.pdf 0.043
50 C.A.61.pdf 0.028
51 C.A.62.pdf 0.0
52 C.A.63.pdf 0.022
53 C.A.64.pdf 0.026
54 C.A.65.pdf 0.005
55 C.A.66.pdf 0.0
56 C.A.67.pdf 0.032
57 C.A.68.pdf 0.025
58 C.A.69.pdf 0.006
59 C.A.70.pdf 0.0
60 C.A.71.pdf 0.003
61 C.A.72.pdf 0.027
62 C.A.73.pdf 0.037
63 C.A.74.pdf 0.021
64 C.A.75.pdf 0.005
65 C.A.76.pdf 0.003
66 C.A.77.pdf 0.0
67 C.A.78.pdf 0.019
68 C.A.79.pdf 0.023
69 C.A.80.pdf 0.02
70 C.A.81.pdf 0.064
71 C.A.82.pdf 0.011
72 C.A.83.pdf 0.032
73 C.A.84.pdf 0.005
74 C.A.85.pdf 0.006
75 C.A.86.pdf 0.0
76 C.A.87.pdf 0.037
77 C.A.88.pdf 0.0
78 C.A.89.pdf 0.012
79 C.A.90.pdf 0.007
80 C.A.91.pdf 0.036
81 C.A.92.pdf 0.048
82 C.A.93.pdf 0.043
83 C.A.94.pdf 0.039
84 C.A.95.pdf 0.0
85 C.A.96.pdf 0.025
86 C.A.97.pdf 0.037
87 C.A.98.pdf 0.0
88 C.A.99.pdf 0.006
89 C.A.100.pdf 0.039
90 C.A.101.pdf 0.061
91 C.A.102.pdf 0.028
92 C.A.103.pdf 0.006
93 C.A.104.pdf 0.064
94 C.A.105.pdf 0.02
95 C.A.106.pdf 0.054
96 C.A.107.pdf 0.022
97 C.A.108.pdf 0.034
98 C.A.109.pdf 0.0
99 C.A.110.pdf 0.006
100 C.A.111.pdf 0.006
101 C.A.112.pdf 0.004
102 C.A.114.pdf 0.033
103 C.A.115.pdf 0.026
104 C.A.116.pdf 0.023
105 C.A.117.pdf 0.026
106 C.A.120.pdf 0.0
107 C.A.121.pdf 0.0
108 C.A.122.pdf 0.011
109 C.A.123.pdf 0.05
110 C.A.124.pdf 0.013
111 C.A.125.pdf 0.012
112 C.A.126.pdf 0.046
113 C.A.127.pdf 0.017
114 C.A.128.pdf 0.0
115 C.A.129.pdf 0.013
116 C.A.132.pdf 0.0
117 C.A.134.pdf 0.031
118 C.A.135.pdf 0.027
119 C.A.136.pdf 0.045
120 C.A.137.pdf 0.005
121 C.A.138.pdf 0.038
122 C.A.139.pdf 0.056
123 C.A.140.pdf 0.055
124 C.A.141.pdf 0.025
125 C.A.142.pdf 0.021
126 C.A.144.pdf 0.03
127 C.A.145.pdf 0.037
128 C.A.146.pdf 0.029
129 C.A.147.pdf 0.006
130 C.A.148.pdf 0.03
131 C.A.149.pdf 0.007
132 C.A.150.pdf 0.012
133 C.A.151.pdf 0.02
134 C.A.152.pdf 0.033
135 C.A.153.pdf 0.028
136 C.A.154.pdf 0.031
137 C.A.155.pdf 0.039
138 C.A.156.pdf 0.028
139 C.A.157.pdf 0.036
140 C.A.158.pdf 0.028
141 C.A.159.pdf 0.046
142 C.A.160.pdf 0.029
143 C.A.161.pdf 0.0
144 C.A.163.pdf 0.031
145 C.A.164.pdf 0.056
146 C.A.171.pdf 0.032
147 C.A.172.pdf 0.041
148 C.A.173.pdf 0.016
149 C.A.174.pdf 0.039
150 C.A.175.pdf 0.027
151 C.A.184.pdf 0.029
152 C.A.185.pdf 0.045
153 C.A.186.pdf 0.042
154 C.A.187.pdf 0.035
155 C.A.188.pdf 0.025
156 C.A.189.pdf 0.01
157 C.A.190.pdf 0.038
158 C.A.191.pdf 0.02
159 C.A.192.pdf 0.012
160 C.A.193.pdf 0.038
161 C.A.194.pdf 0.019
162 C.A.195.pdf 0.085
163 C.A.196.pdf 0.046
164 C.A.197.pdf 0.026
165 C.A.198.pdf 0.016
166 C.A.199.pdf 0.0
167 C.A.200.pdf 0.0
168 C.A.206.pdf 0.042
169 C.A.207.pdf 0.025
170 C.A.208.pdf 0.036
171 C.A.209.pdf 0.045
172 C.A.210.pdf 0.011
173 C.A.211.pdf 0.012
174 C.A.212.pdf 0.0
175 C.A.213.pdf 0.02
176 C.A.214.pdf 0.039
177 C.A.218.pdf 0.037
178 C.A.219.pdf 0.035
179 C.A.222.pdf 0.0
180 C.A.226.pdf 0.008
181 C.A.229.pdf 0.016
182 C.A.230.pdf 0.043
183 C.A.232.pdf 0.042
184 C.A.233.pdf 0.006
185 C.A.234.pdf 0.014
186 C.A.235.pdf 0.023
187 C.A.236.pdf 0.006
188 C.A.237.pdf 0.005
189 C.A.238.pdf 0.026
190 C.A.243.pdf 0.038
191 C.A.244.pdf 0.039
192 C.A.245.pdf 0.0
193 C.A.246.pdf 0.014
194 C.A.247.pdf 0.025
195 C.A.248.pdf 0.015
196 C.A.249.pdf 0.021
197 C.A.250.pdf 0.07
198 C.M.A.1.pdf 0.021
199 C.M.A.2.pdf 0.016
200 C.M.A.3.pdf 0.004
201 C.M.A.4.pdf 0.017
202 C.M.A.5.pdf 0.0
203 C.M.A.6.pdf 0.017
204 C.M.A.7.pdf 0.036
205 C.M.A.8.pdf 0.013
206 C.M.A.9.pdf 0.026
207 C.M.A.10.pdf 0.011
208 C.M.A.11.pdf 0.006
209 C.M.A.12.pdf 0.0
210 C.M.A.13.pdf 0.02
211 C.M.A.14.pdf 0.014
212 C.M.A.15.pdf 0.0
213 C.M.A.16.pdf 0.0
214 C.M.A.17.pdf 0.0
215 C.M.A.18.pdf 0.0
216 C.M.A.19.pdf 0.023
217 C.M.A.20.pdf 0.008
218 C.M.A.21.pdf 0.0
219 C.M.A.22.pdf 0.009
220 C.M.A.23.pdf 0.045
221 C.M.A.24.pdf 0.03
222 C.M.A.26.pdf 0.015
223 C.M.A.27.pdf 0.016
224 C.M.A.28.pdf 0.008
225 C.M.A.29.pdf 0.0
226 C.M.A.30.pdf 0.012
227 C.M.A.31.pdf 0.0
228 C.M.A.33.pdf 0.019
229 C.M.A.34.pdf 0.0
230 C.M.A.35.pdf 0.0
231 C.M.A.37.pdf 0.012
232 C.M.A.39.pdf 0.0
233 C.M.A.40.pdf 0.039
234 C.M.A.42.pdf 0.017
235 C.M.A.43.pdf 0.043
236 C.M.A.44.pdf 0.015
237 C.M.A.45.pdf 0.0
238 C.M.A.46.pdf 0.04
239 C.M.A.47.pdf 0.015
240 C.M.A.48.pdf 0.015
241 C.M.A.49.pdf 0.018
242 C.M.A.50.pdf 0.011
243 C.M.A.51.pdf 0.018
244 C.M.A.52.pdf 0.03
245 C.M.A.53.pdf 0.012
246 C.M.A.54.pdf 0.033
247 C.M.A.55.pdf 0.033
248 C.M.A.56.pdf 0.01
249 C.M.A.57.pdf 0.0
250 C.M.A.58.pdf 0.015
251 C.M.A.59.pdf 0.016
252 C.M.A.60.pdf 0.02
253 C.M.A.61.pdf 0.024
254 C.M.A.63.pdf 0.0
255 C.M.A.65.pdf 0.021
256 C.M.A.66.pdf 0.0
257 C.M.A.67.pdf 0.0
258 C.M.A.68.pdf 0.0
259 C.M.A.69.pdf 0.0
260 C.M.A.70.pdf 0.046
261 C.M.A.71.pdf 0.016
262 C.M.A.72.pdf 0.0
263 C.M.A.73.pdf 0.008
264 C.M.A.74.pdf 0.052
265 C.M.A.75.pdf 0.0
266 C.M.A.76.pdf 0.004
267 C.M.A.77.pdf 0.009
268 C.M.A.78.pdf 0.0
269 C.M.A.79.pdf 0.0
270 C.M.A.80.pdf 0.04
271 C.M.A.81.pdf 0.03
272 C.M.A.82.pdf 0.01
273 C.M.A.84.pdf 0.016
274 C.M.A.85.pdf 0.0
275 C.M.A.86.pdf 0.05
276 C.M.A.87.pdf 0.011
277 C.M.A.88.pdf 0.007
278 C.M.A.89.pdf 0.036
279 C.M.A.91.pdf 0.007
280 C.M.A.92.pdf 0.0
281 C.M.A.93.pdf 0.0
282 C.M.A.94.pdf 0.045
283 C.M.A.95.pdf 0.007
284 C.M.A.96.pdf 0.006
285 C.M.A.97.pdf 0.011
286 C.M.A.98.pdf 0.0
287 C.M.A.99.pdf 0.04
288 C.M.A.100.pdf 0.031
289 C.M.A.101.pdf 0.022
290 C.M.A.102.pdf 0.027
291 C.M.A.103.pdf 0.021
292 C.M.A.104.pdf 0.012
293 C.M.A.105.pdf 0.017
294 C.M.A.106.pdf 0.0
295 C.M.A.107.pdf 0.008
296 C.M.A.108.pdf 0.013
297 C.M.A.109.pdf 0.041
298 C.M.A.110.pdf 0.011
299 C.M.A.111.pdf 0.014
300 C.M.A.112.pdf 0.012
301 C.M.A.113.pdf 0.0
302 C.M.A.114.pdf 0.029
303 C.M.A.115.pdf 0.023
304 C.M.A.116.pdf 0.034
305 C.M.A.117.pdf 0.02
306 C.M.A.118.pdf 0.007
307 C.M.A.119.pdf 0.0
308 C.M.A.120.pdf 0.014
309 C.P.1.pdf 0.006
310 C.P.2.pdf 0.0
311 C.P.3.pdf 0.0
312 C.P.4.pdf 0.0
313 C.P.5.pdf 0.0
314 C.P.6.pdf 0.033
315 C.P.7.pdf 0.014
316 C.P.8.pdf 0.005
317 C.P.9.pdf 0.022
318 C.P.10.pdf 0.009
319 C.P.12.pdf 0.0
320 C.P.14.pdf 0.029
321 C.P.15.pdf 0.035
322 C.P.16.pdf 0.024
323 C.P.18.pdf 0.009
324 C.P.19.pdf 0.021
325 C.P.20.pdf 0.047
326 C.P.21.pdf 0.053
327 C.P.22.pdf 0.029
328 C.P.23.pdf 0.0
329 C.P.24.pdf 0.047
330 C.P.25.pdf 0.0
331 C.P.27.pdf 0.006
332 C.P.28.pdf 0.0
333 C.P.29.pdf 0.07
334 C.P.30.pdf 0.017
335 C.P.31.pdf 0.029
336 C.P.32.pdf 0.006
337 C.P.33.pdf 0.024
338 C.P.34.pdf 0.032
339 C.P.35.pdf 0.013
340 C.P.36.pdf 0.033
341 C.P.37.pdf 0.022
342 C.P.38.pdf 0.0
343 C.P.39.pdf 0.025
344 C.P.40.pdf 0.02
345 C.P.41.pdf 0.006
346 C.P.42.pdf 0.0
347 C.P.43.pdf 0.003
348 C.P.44.pdf 0.025
349 C.P.45.pdf 0.03
350 C.P.46.pdf 0.026
351 C.P.47.pdf 0.026
352 C.P.49.pdf 0.005
353 C.P.50.pdf 0.057
354 C.P.51.pdf 0.021
355 C.P.52.pdf 0.0
356 C.P.53.pdf 0.013
357 C.P.55.pdf 0.054
358 C.P.56.pdf 0.007
359 C.P.57.pdf 0.023
360 C.P.58.pdf 0.025
361 C.P.59.pdf 0.009
362 C.P.60.pdf 0.0
363 C.P.61.pdf 0.014
364 C.P.62.pdf 0.013
365 C.P.63.pdf 0.0
366 C.P.64.pdf 0.006
367 C.P.66.pdf 0.01
368 C.P.67.pdf 0.039
369 C.P.68.pdf 0.033
370 C.P.69.pdf 0.029
371 C.P.70.pdf 0.022
372 C.P.72.pdf 0.007
373 C.P.73.pdf 0.04
374 C.P.74.pdf 0.048
375 C.P.75.pdf 0.005
376 C.P.76.pdf 0.016
377 C.P.77.pdf 0.026
378 C.P.78.pdf 0.035
379 C.P.79.pdf 0.034
380 C.P.80.pdf 0.076
381 C.P.81.pdf 0.047
382 C.P.83.pdf 0.004
383 C.P.84.pdf 0.01
384 C.P.85.pdf 0.066
385 C.P.87.pdf 0.02
386 C.P.88.pdf 0.046
387 C.P.89.pdf 0.011
388 C.P.95.pdf 0.027
389 C.P.96.pdf 0.034
390 C.P.97.pdf 0.033
391 C.P.98.pdf 0.019
392 C.P.99.pdf 0.0
393 C.P.101.pdf 0.012
394 C.P.103.pdf 0.0
395 C.P.104.pdf 0.0
396 C.P.105.pdf 0.0
397 C.P.106.pdf 0.034
398 C.P.107.pdf 0.005
399 C.P.108.pdf 0.0
400 C.P.110.pdf 0.031
401 C.P.111.pdf 0.026
402 C.P.112.pdf 0.039
403 C.P.113.pdf 0.028
404 C.P.114.pdf 0.007
405 C.P.115.pdf 0.029
406 C.P.116.pdf 0.009
407 C.P.117.pdf 0.018
408 C.P.118.pdf 0.078
409 C.P.120.pdf 0.055
410 C.P.121.pdf 0.004
411 C.P.122.pdf 0.0
412 C.P.125.pdf 0.011
413 C.P.126.pdf 0.008
414 C.P.127.pdf 0.0
415 C.P.128.pdf 0.062
416 C.P.129.pdf 0.0
417 C.P.130.pdf 0.0
418 C.P.131.pdf 0.011
419 C.P.134.pdf 0.0
420 C.P.135.pdf 0.053
421 C.P.136.pdf 0.008
422 C.P.138.pdf 0.023
423 C.P.139.pdf 0.004
424 C.P.140.pdf 0.008
425 C.P.141.pdf 0.047
426 C.P.142.pdf 0.045
427 C.P.143.pdf 0.028
428 C.P.144.pdf 0.0
429 C.P.145.pdf 0.041
430 C.P.146.pdf 0.0
431 C.P.147.pdf 0.012
432 C.P.148.pdf 0.0
433 C.P.149.pdf 0.021
434 C.P.150.pdf 0.054
435 C.P.151.pdf 0.061
436 C.P.152.pdf 0.031
437 C.P.153.pdf 0.011
438 C.P.155.pdf 0.01
439 C.P.156.pdf 0.032
440 C.P.157.pdf 0.032
441 C.P.158.pdf 0.047
442 C.P.159.pdf 0.063
443 C.P.160.pdf 0.038
444 C.P.162.pdf 0.0
445 C.P.163.pdf 0.025
446 C.P.164.pdf 0.018
447 C.P.165.pdf 0.059
448 C.P.166.pdf 0.024
449 C.P.167.pdf 0.037
450 C.P.168.pdf 0.055
451 C.P.169.pdf 0.01
452 C.P.171.pdf 0.011
453 C.P.172.pdf 0.011
454 C.P.173.pdf 0.0
455 C.P.174.pdf 0.0
456 C.P.176.pdf 0.011
457 C.P.177.pdf 0.0
458 C.P.178.pdf 0.015
459 C.P.179.pdf 0.046
460 C.P.180.pdf 0.006
461 C.P.181.pdf 0.081
462 C.P.182.pdf 0.031
463 C.P.183.pdf 0.0
464 C.P.184.pdf 0.034
465 C.P.185.pdf 0.0
466 C.P.187.pdf 0.059
467 C.P.188.pdf 0.009
468 C.P.189.pdf 0.032
469 C.P.190.pdf 0.0
470 C.P.191.pdf 0.0
471 C.P.192.pdf 0.0
472 C.P.193.pdf 0.0
473 C.P.194.pdf 0.007
474 C.P.195.pdf 0.007
475 C.P.196.pdf 0.037
476 C.P.197.pdf 0.015
477 C.P.198.pdf 0.013
478 C.P.199.pdf 0.037
479 C.P.200.pdf 0.0
480 C.P.201.pdf 0.0
481 C.P.207.pdf 0.052
482 C.P.208.pdf 0.0
483 C.P.209.pdf 0.015
484 C.P.210.pdf 0.009
485 C.P.217.pdf 0.004
486 C.P.218.pdf 0.028
487 C.P.219.pdf 0.006
488 C.P.220.pdf 0.047
489 C.P.221.pdf 0.034
490 C.P.222.pdf 0.027
491 C.P.223.pdf 0.0
492 C.P.224.pdf 0.014
493 C.P.225.pdf 0.021
494 C.P.226.pdf 0.0
495 C.P.228.pdf 0.017
496 C.P.229.pdf 0.052
497 C.P.230.pdf 0.032
498 C.P.231.pdf 0.0
499 C.P.232.pdf 0.0
500 C.P.233.pdf 0.0
501 C.P.234.pdf 0.042
502 C.P.235.pdf 0.005
503 C.P.236.pdf 0.004
504 C.P.237.pdf 0.024
505 C.P.238.pdf 0.01
506 C.P.239.pdf 0.068
507 C.P.240.pdf 0.02
508 C.P.241.pdf 0.0
509 C.P.242.pdf 0.044
510 C.P.246.pdf 0.043
511 C.P.247.pdf 0.0
512 C.P.248.pdf 0.061
513 C.P.249.pdf 0.015
514 C.P.250.pdf 0.049
515 C.P.251.pdf 0.0
516 C.P.252.pdf 0.005
517 C.P.253.pdf 0.053
518 C.P.254.pdf 0.0
519 C.P.255.pdf 0.044
520 C.P.256.pdf 0.021
521 C.P.257.pdf 0.034
522 C.P.258.pdf 0.0
523 C.P.259.pdf 0.008
524 C.P.260.pdf 0.03
525 C.P.261.pdf 0.0
526 C.P.262.pdf 0.0
527 C.P.263.pdf 0.01
528 C.P.264.pdf 0.072
529 C.P.265.pdf 0.0
530 C.P.266.pdf 0.0
531 C.P.267.pdf 0.0
532 C.P.268.pdf 0.097
533 C.P.269.pdf 0.009
534 C.P.270.pdf 0.023
535 C.P.272.pdf 0.017
536 C.P.273.pdf 0.032
537 C.P.274.pdf 0.035
538 C.P.275.pdf 0.0
539 C.P.276.pdf 0.01
540 C.P.278.pdf 0.016
541 C.P.279.pdf 0.046
542 C.P.280.pdf 0.034
543 C.P.281.pdf 0.0
544 C.P.282.pdf 0.036
545 C.P.283.pdf 0.061
546 C.P.284.pdf 0.0
547 C.P.285.pdf 0.021
548 C.P.286.pdf 0.0
549 Const.P.1.pdf 0.0
550 Const.P.2.pdf 0.0
551 Const.P.3.pdf 0.0
552 Const.P.4.pdf 0.0
553 Const.P.5.pdf 0.016
554 Const.P.6.pdf 0.024
555 Const.P.7.pdf 0.0
556 Const.P.8.pdf 0.012
557 Const.P.9.pdf 0.007
558 Const.P.11.pdf 0.0
559 Const.P.13.pdf 0.0
560 Const.P.14.pdf 0.0
561 Const.P.15.pdf 0.025
562 Const.P.18.pdf 0.007
563 Const.P.19.pdf 0.004
564 Const.P.20.pdf 0.019
565 Const.P.21.pdf 0.016
566 Const.P.22.pdf 0.021
567 Const.P.24.pdf 0.045
568 Const.P.25.pdf 0.038
569 Const.P.26.pdf 0.038
570 Const.P.27.pdf 0.034
571 Const.P.28.pdf 0.0
572 Const.P.29.pdf 0.0
573 Const.P.30.pdf 0.019
574 Const.P.31.pdf 0.022
575 Const.P.32.pdf 0.007
576 Const.P.33.pdf 0.02
577 Const.P.34.pdf 0.023
578 Const.P.35.pdf 0.017
579 Const.P.36.pdf 0.0
580 Const.P.37.pdf 0.022
581 Const.P.38.pdf 0.03
582 Const.P.39.pdf 0.0
583 Const.P.40.pdf 0.022
584 Const.P.41.pdf 0.008
585 Const.P.43.pdf 0.02
586 Const.P.46.pdf 0.028
587 Const.P.48.pdf 0.016
588 Const.P.49.pdf 0.03
589 Const.P.50.pdf 0.02
590 Const.P.51.pdf 0.0
591 Const.P.53.pdf 0.0
592 Const.P.54.pdf 0.0
